x,y
"单人模式故事性老套，传统主角加一妹一辅一补，整体关卡设计乏味无比，而且容易犯困，高中低难度没多大差别（敌人枪法都一样准^^只是低难度自身血恢复得快些）。战斗场面也就那么回事，但和同期的cod系列比差了不止一个档次。

多人模式还蛮不错的，手感和节奏感制作商都掌握的不错，至今仍有不少‘顽固’玩家为之一玩。",不推荐
不知道什么bug，人物只能按ctrl才能移动，差评,不推荐
"剧情就是一群老美对朝鲜的YY，吐槽一下后期朝鲜兵穿的和未来战士一样=_=,作为一款二线的FPS，单人战役部分没什么亮点。多人部分到是比较有趣的，职业丰富，技能繁多，而且直到现在在线人数也不少，竞技性十足，可以推荐作为COD或者 BF系列闲暇时间的替代品。",推荐
"

打汉化没用",不推荐
各种BUG，11年的画面连HL2都不如。当初居然还敢卖49.99刀真是脑袋有屎，连COD1-2都不如。近景全是贴图。毫无打击感，人物纸片感。看到今天打折，就喜+1了。现在有点后悔了。。还我7刀！！！！,不推荐
"

如果玩过像使命召唤这类FPS游戏的真心不建议玩这个，贼蛋疼",不推荐
"射击手感还不错，至于想补票或体验剧情的我只能说仁者见仁智者见智了
PS.游戏某一关的过场中会出现填满美国人的尸坑，而我们的主角John Milius（玩家就是个哑巴）看到这一幕会气的对北傀破口大骂然后直接开干，但我立刻联想到历史上以美国为首的联合国军在朝鲜半岛犯下的反人类罪行再对比这剧情，他骂的越狠我就越想笑",不推荐
"

不谈了，我玩荣誉勋章去了",不推荐
"

如果只用一个字形容这游戏，那就是烂，两个字那就是很烂。画质不咋地，毕竟12年的游戏，没什么好说的。
汉化网上有游侠和三大妈，但好像因为更新所以不能用了，就是说2020年除非玩盗版，否则已经没有汉化了。
如果想着来体验下使命召唤的感觉，我建议出门右转某宝直接买吧，不要把时间浪费在这个烂游戏，这游戏的AI非常迷，敌我都是很迷，幸亏是免费领的，还算不亏。",不推荐
这是一款神预言的游戏，当然我指的是某人之死。时隔多年前来补票（虽然是免费领的），去HB网站现在可以免费领取这款游戏了。没有官中，字幕难看，不过好在说的话能听懂，而且按照指示行动就可以了，也不用在意他们说的啥。3D眩晕者甚入，玩了一会儿感觉要吐了。。。,推荐
"

免费获得的游戏，玩起来有种使命召唤的感觉。",推荐
"

虽然是免费拿的 但是emm
1.流程太短 我这里非全成就普通难度4个多小时通关 。。。
2.射击手感迷 而且这么短的流程还要这么多枪干嘛233
3，剧情感觉有问题啊 这美国空军缺油但是也不是3车油能解决的啊 2333除非我理解错了",不推荐
"【关于体验】
1、如果是正常启动体验，没有bug，但使用了修改器则会出现很多bug，包括但不限于：NPC不正常走路导致任务卡住无法继续进行；游戏中鼠标突然无法移动或彻底卡住、而暂停菜单内一切正常；游戏莫名其妙整个卡死、但任务管理器却没显示“未响应”等状态提示……已测试风灵月影和WeMod均存在该问题，即便CE修改弹药数据也同样会出现这个问题。根据程序开发经验推断，与反修改器无关，仅仅因为游戏程序做的太烂。
2、没有中文，没有中文，没有中文！即便汉化成功也会有诸多字符莫名消失或出现读音错误，就离谱！
3、难度设定也十分离谱。最简单到最难区别几乎没有，最简单敌人三枪死玩家八枪死，最难敌人八枪死玩家三枪死，但是敌人武器射速普遍每秒15发以上，对于绝大多数玩家来说，自己0.5秒死和自己0.2秒死有什么区别？不要想血量的问题，玩家血量内存数值是1.0，对没错就是一个比例值，游戏开发组甚至不舍得给你写个100数值在内存里。
4、手残党仅仅用了5.5个小时就通关了，啊对了，中间还有一个小时暂停了游戏去做饭吃饭。
5、声音经常丢失。刚开游戏还好，过一会儿脚步声就没了，跑步跳跃都没有脚步声，再过一会儿m4系列的枪支的声音就消失了，对，只有m4系列枪支的声音会消失。别说我电脑配置什么的，我电脑跑《赛博朋克2077》最高画质加最高光追都能稳定60帧，而且CPU和GPU不超80%，游戏加载速度快到等待加载从来没超过5秒钟，谁再说我配置不行跑不动这古老游戏我直接一个大逼斗。

【关于剧情】
朝鲜科技发达了，把美国搞分裂了，朝鲜还坑杀了无数美国人……1950年美国出兵干涉朝鲜，并屠杀了六位数朝鲜平民……这游戏完全把历史反过来写，还强行弄成“美式爱国”，想弄啥？

【个人总结】
别说原价68块钱，打折这13块我都觉得亏。仔细想了想，小时候玩的盗版，后来steam买了第二部《革命》，steam回来补票买了一代，我他娘就是个傻逼。",不推荐
"短评
这款游戏在朝鲜肯定是玩不到了


吐槽
-僵硬的动作
npc一个个都和面瘫一样

-鸡肋的交互
倒是可以和npc对话，但是不存在选项的对话为什么不做成走近npc自动触发？
在可以对话的场景中，人物走动速度也慢成龟龟，谁会有心情一个个找人说话？

-BGM的主旋律透着一股土味
配乐得给负分，不知道谁写的，像是小作坊赶工出来的一样，还不如全程静音。

-莫名其妙的剧情
三胖凭什么动手？
毕竟，他们要真有那个实力了，为什么不就近先在亚洲开刀？
人家孤岛危机里面的也没说就仗着科技就去打老美了嘛。
有这些奇奇怪怪的科技，你把朝鲜军队换成外星人不是就很好？

+尚可的射击手感

+小细节不错
手雷捏在手里不扔会炸，掩体会被机枪射穿

+尚可的画质
建模勉强还是能拿得出手

和同年发售的使命召唤：现代战争3相比，这作就是被全方位吊打的弟弟。
多人模式我没试过，不知道是不是如评论区老哥说的那么震撼。
就单机模式而言，不推荐入手。这个游戏，不值得浪费时间去玩。

本作严重损害了朝美两国人民的友谊，我代表两国人民对制作组表示谴责！
狗头保命",不推荐
"我们需要中文！
We need Chinese！
私たちは中国語が必要とします！
请顶我上去，谢谢。
Please praise me, thank you!
ありがとうございます、ありがとうございます！",不推荐
游戏很糟糕，毋庸置疑，但是比同期的逆战好一万倍，我还是决定给个好评~~~,推荐
"这游戏画质一般 剧情短而狗血 当初买来是为了 联机 结果发现没人了 把剧情过一遍就删了
这游戏是THQ做的 多多少少 还是不错的",不推荐
"

中规中矩的单机FPS，无论画质、细节还是剧情，都处于比上不足、比下有余的尴尬境地
如果不是实在找不到游戏玩了，不推荐购买。
另外游戏中的朝鲜其实影射了中国，第一关的朝鲜坦克都是解放军的96式贴个朝鲜国旗",推荐
使就是使，不会因为你是收费或者免费就会有所改变的，一款游戏毁了一个系列。,不推荐
"

这是我玩过的最糟心的游戏，幸好是送的",不推荐
单机剧情玩了两关就玩不下去了，普通的突突突游戏，没什么出彩之处，唯一的脑洞剧情也没什么带入感。,不推荐
"政治正确游戏，虽然好玩但是还是要给差评
",不推荐
"

流程很短 场面还行 模型啥的比较老游戏了",推荐
"

单人模式不怎么样，玩的正常难度，主要看点是设定，剧情有点神奇（脑回路奇葩
多人模式懒得玩
画面过时了，汉化补丁不能用
不过反正是HB送的",不推荐
"

奇怪的色调－
糟糕的手感-
模糊不清的提示指引－
100%抢占掩体的队友－

成功预言金三胖上位+

1/10 一分就给成功预言，不能再多。

——————————————分割线———————————————

这游戏的彩色色调，给人一种强烈的违和感，就跟在蒙娜丽莎头顶加一个彩虹小马一样。

游戏的武器很多但全部武器的手感几乎都一样，你直接给我固定一把算了。
腰间射击准星大得跟霰弹枪似的，那就当你是鼓励玩家用机瞄了，但机瞄的减速太夸张，手感感人。
明明是一个突突突游戏却一点爽快感都没有，有的只是在掩体后蹲着，然后获得敌人手雷一枚

手雷丢到你旁边会有一个手雷标识警告，但是你永远不会知道这个手雷掉在哪个地方，冲出掩体又会有敌人的火力，然后就只能看脸了，看这个手雷离你近不近。",不推荐
"不瞒你说，临时工让我花了两w买了这游戏的2代……
⠄⠄⢿⣇⠄⠄⠘⣆⢀⣼⣿⣿⣿⣿⢿⡿⣿⢻⣿⣿⣿⣿⣿⣿⣿⣟⢧⡲⣿⢷⢦⡀
⠄⠄⠈⣿⠄⠄⠄⢙⢞⢿⣿⢹⢿⣦⢏⣱⢿⠘⣿⣝⠹⢿⣿⡽⣿⣿⣏⣆⢿⣿⡞⠁
⠄⠄⠄⢻⡀⠄⠄⠈⣾⡸⡏⢸⡾⣴⣿⣿⣶⣼⣎⢵⢀⡛⣿⣷⡙⡻⢻⡴⠨⠨⠖⠃
⠄⠄⠄⠈⣧⢀⡴⠊⢹⠁⡇⠈⢣⣿⣿⣿⣿⣦⣿⣷⣜⡳⣝⢧⢃⢣⣼⢁⠘⠆⠄⠄
⠄⠄⠄⠄⢹⡇⠄⣠⠔⠚⣅⠄⢰⣶⣦⣭⣿⣿⣿⡿⠟⠿⣷⡧⠄⣘⣟⣸⠄⠄⠄⠄
⠄⠄⠄⠄⠄⢷⠎⠄⠄⠄⣼⣦⠻⣿⣿⡟⠛⠻⢿⣿⣿⣿⡾⢱⣿⡏⠸⡏⠄⠄⠄⠄
⠄⠄⠄⠄⠄⠸⡄⠄⡄⠄⣿⢧⢗⠌⠻⣇⠿⠿⣸⣿⣿⡟⡐⣿⠟⢰⣇⠇⠄⠄⠄⠄
⠄⠄⠄⠄⠄⣠⡆⠄⠃⢠⠏⣤⢀⢢⡰⣭⣛⡉⠩⠭⡅⣾⢳⡴⡀⢸⣿⡆⠄⠄⠄⠄
⠄⠄⠄⢀⣶⡟⣽⠼⢀⡕⢀⠘⠸⢮⡳⡻⡍⡷⡆⠤⠤⠭⢸⢳⣷⢸⡟⣷⠄⠄⠄⠄
⠄⠄⣴⣿⢫⢞⣵⢏⡞⠄⢸⠄⣛⣗⠩⠄⣰⣚⠒⠂⣀⡀⢸⢸⣿⣧⠇⡼⣧⠄⠄⠄
⢠⣾⢟⡴⢫⡾⣱⢟⠄⠄⢸⠄⢈⡓⡮⡦⡬⠽⡠⠄⠔⠄⢸⠈⣿⣿⡄⣷⢹⣆⠄⠄
⡿⢁⠞⢀⣿⢣⠇⣿⠄⠄⠸⢀⢳⢣⣗⣿⡇⡔⠄⠔⠄⠄⢠⠄⠹⣿⣷⡝⣧⢻⣆",推荐
"安装3DM的中文补丁
把游戏目录下GCGame\CookedPC\IpDrv_LOC_int.upk这个文件删除。进游戏就有中文了",推荐
"

很多bug，多到无法通关，",不推荐
内容新颖，但画面感人,推荐
"

屎",不推荐
千万别买！！！,不推荐
游戏反人类,不推荐
"

别买！谢谢！

就算真的想买请买2！谢谢！


",推荐
"免费获取的产品

免费喜+ 1 给个好评 还可以",推荐
"免费获取的产品

喜加一，差评给脑残NPC队友，各种bb不停卡位置。",不推荐
我觉得我不会再见到如此辣鸡优化的游戏了。,不推荐
剧情少就不说了 ，最可气的是我玩到第七关最后出现bug导致不能通关，我上网看了第七关的视频最后和我玩的不一样，我也不知道怎么回事，那个装甲车总是一炮让我game over，视频中会自动躲开。郁闷！！！,不推荐
没有中文打了补丁乱码加vac本来想体验剧情只能去下盗版了,不推荐
剧情我给10分，朝鲜统一东南亚，攻占美国本土，简直是梦幻般的情节。但游戏本身我给1分，垃圾AI队友，各种漏敌人，糟糕的音效等等。很多时候不明觉厉，不知道该干什么。,不推荐
创意这东西除非很前卫否则不能当饭吃。制作组还是把重点放在游戏基本表现上吧,不推荐
"免费获取的产品

玩了半小时实在玩不下去了，这是第二个会让我玩得头昏想吐的游戏(第一个是半条命)，屎一般的射击手感，后坐力基本没有，画面放在当时还算过得去，个人评分5/10",不推荐
没想到那个能玩到这个游戏是理所应当的年代就是巅峰了，怀念那个还有一丝开放包容的的年代,推荐
"纯尼玛傻逼游戏，不知道怎么跑库里来的，我真是闲的蛋疼下载来玩，虚幻三的远景和枪模是这游戏唯二的遮羞布了，其他都是垃圾狗屎，最高画质手雷扔身后转身过去连烟都没有，所有交互都是qte，敌人枪塔只能用手雷炸，榴弹明显威力大就是不行。
本来不讨厌现实架空的世界观，这吊游戏你把美国描绘的地狱绘图，结果这群美国人根本让我同情不起来，美式装备在身，有牛逼的遥控导弹车，走到哪杀到哪，发射白磷弹还自称弱者？",不推荐
喜加一好评,推荐
"

起评分：5/10
不到4个小时就把只有7关的主线玩通了。。。不过反正是免费拿的，突突突游戏也就讲究个爽快，画质剧情等等都不多要求什么了：5*（1+4%+7%）=5.5
北朝鲜占领美利坚的设定还是挺那啥的——暂且用“新颖”形容吧：5.5+3=8.5
其实这个2011年发售的游戏最神奇的地方在于片头动画——预言了金二胖会在2012年去世，具体日期和现实仅差3周（此处应有三胖之鼓掌.gif）：8.5+3=11.5

最终得分：11.5/10

PS：这游戏单人流程太短，多人的话肯定不如最新的FPS火爆，实在没法点推荐啊- -",不推荐
"产品已退款

好吧，我承认这是一款经典大作，但还是让我在游玩了1.4个小时之后果断退款。WHY？
首先，没有中文
其次，默认设置的鼠标灵敏度太高，调到最小还是非常晕
再其次，剧情比较垃圾（@三月半）
又其次，枪械的刻画太粗糙，满地捡枪，我还以为是PUBG
但让我退款的主要原因，还是游戏的操作手感。我在PUBG练成的骚操作，全被这个游戏祸害了

总而言之，我不推荐这款游戏，我当时买就是为了想找个FPS玩玩，我也不能用现在的眼光评判一款6年前的游戏，具体好不好，还要看你们了",不推荐
"

多人模式里面很多 TK队友的， 真的很烦 。",推荐
枪开火的音效是我玩过的fps游戏里面最差的 很难想象音效如此恶心,不推荐
"（以下仅为单人模式）
还是先说缺点
1.BUG太多了BUG太多了BUG太多了...比如画面自动右移 尤其是狙击的时候根本别想打中 以及画面突然不能左右移动了etc.（主要扣分项目）
2.人物动作僵硬，钻洞进房子时的场景间切换不够流畅，还有第二关开头的那个大叔，手脚完全不协调，手摆动频率和迈步子频率不一致
3.逻辑不通，悍马大的玩意（就是那个黑科技无人车）居然能硬吃得住那（疑似99A）主战坦克的主炮两发的。。。最后BOSS也是个无人车，但是却被主角用三管机枪灭了...
4.AI的智商还是不太够...并不是说玩家能靠AI智商不够欺负对方，而是敌军和友军的AI间拿着枪对冲却谁都没看见对方还各自停在对方面前换子弹什么的...
5.剧情好短......

政治敏感问题不谈了...还有屠杀什么的...

优点
1.脑洞够大脑洞够大脑洞够大（主要加分项目） 比如朝鲜扩张并闪击美帝的游戏背景，黑科技无人车，智能但不聪明的哨戒炮塔
2.射击是一个FPS游戏的核心，且不说枪械手（鼠标）感如何，就说腰射限制加大，扫射和移动中腰射基本不可能打中人，也算是在一定程度上还原了现实吧...
3.最后一关场面宏大，战争氛围浓烈，各种主战坦克，步战车运输车直升机战斗机还有步兵混战于金门大桥之上，最后一幕KPA装甲部队缓缓压过来的场景也很震撼（然后莽夫队友举着信号棒冲了上去，为何我想到了螳臂当车）
4.BGM不赖
5.飞行载具赞，简单并且爽快

最后还是得说一下BUG，实在是有点多，对游戏体验影响略大
7.8/10
剧情党玩一遍就差不多了，成就党...慢慢刷吧，有些关强行两遍（比如纵火导弹那关一个成就是杀五个着火的另一个是不杀着火的）才能弄够成就

··················································································································································
尼玛如果不是整天KPAKPA的喊我以为我打的是地球联军，单兵武器美械，单兵反坦克武器魔改RPG-7，轻型车辆是悍马，APC没认出来 但是是毛子风格，坦克是天朝ZTZ-99A，飞机毛子SU-47

美帝这边飞机挺新颖不过我怎么看怎么像毛子的T-50呢

一个主角 一个莽夫 一个圣母 一个技术宅拯救世界，恩",推荐
一，没有中文，打补丁不好搞。二，流程较短。三，画面落后。四，动作，场景，射击感极其僵硬。,不推荐
感觉挺无聊的,不推荐
"免费获取的产品

该游戏是免费领取的游戏中，不建议游玩的那一种。

",不推荐
侮辱智商的背景设定，令人窒息的操作手感。真不知道出这种游戏是为了什么，就为了喜加一么。,不推荐
"

走路被各种物体卡住，服了
手枪比AR好用，只可惜后面不给手枪了
“FBI ! FBI ! FBI !""
AI走位风骚，经常被AI暴打得不敢出去
没有QE侧身，navie
躲掩体也没有互动，看半天键位设置没发现有能探头出来打枪的按键。。。还不如三角洲部队
M4用着莫名其妙的一倍镜

剧情，政治敏感，加上我英语6级没过，不做任何评价

直升机的热成像弄得人眼瞎


2居然又打折了",不推荐
喜加一，没有中文 ，下来随便看看。,推荐
垃圾中的战斗机,不推荐
2017年再玩这个简直像是上个时代的游戏真的是难受,不推荐
"

卧槽我配置都超过推荐配置了玩这游戏还是跟玩屎一样，
全低画质1280x720帧数不超15",不推荐
"

HB免费送的游戏 不过不推荐玩 这手感 这画面 感觉跟国产网游差不多",推荐
莓果政治正确的游戏就像mg小品一样无聊，打枪必须开镜，我维护世界和平总回家干什么？？不如荣誉勋章,不推荐
哈麻批日怪游戏，哈~tui~,不推荐
"

有知道怎么汉化的吗？",推荐
"

嗯 ， 首先 好评打上，这款游戏初中 玩过盗版，现在、也算入正了，此游戏的剧本由著名导演科波拉完成的 ， 所以当初完全当作一部电影来玩的，游戏剧情也没有让人失望，就是有点短。现在这以是6年前的游戏了，刚才玩了一下不经想起六年前玩的时候各种各样的BUG，时隔六年不变的还是当初蛋疼的BUG，这个游戏画面当初玩也算中上，现在真的不行了，不过它也不是以画面标榜的游戏。说句题外话：1，这游戏现在看简直像个半成平，2，当初真没想到这游戏会出第二部。",推荐
"

bug不知道多不多不过光我玩的一小会就遇到了两个，还都是恶性bug直接影响游戏流程。并不知道该怎么解决。
这个游戏本来就是多人一起爽不过联机好像鬼了。流程是没什么营养的社保，本来游戏就没什么特色。再加上恶性bug。
给个差评不过分吧，虽然是免费领的。",不推荐
"这个游戏唯一的优点就是故事设定，三胖打败了不靠谱。
玩着玩着就感觉很晕，想吐。玩玩了那么多fps游戏，这是第一次遇到这么强的反应。",不推荐
"首先声明下：我的1070最高画质单人剧情没遇到任何BUG，没感觉到优化不好的问题。
点射爆头打击反馈什么的手感都OK，任务提示明确，不会迷路。
剧情比较传统，火箭筒，开车，开飞机应有尽有。都体验完了也就通关了。
风景很美。适合截图。队友AI很棒，能帮你杀掉很多人！并肩作战的感觉很到位。
结语：感觉游戏核心是揭露战争的残酷，向往和平，所以美国能不能少挑事？",推荐
就当一款普通的fps游戏就行,不推荐
"美国佬真是狗，游戏里描述朝鲜人民军屠杀美国平民，纯属放NM的狗屁！抗美援朝的时候美国自己屠杀了多少朝鲜平民，他们自己心里有他妈的B数！美国就是个杀人机器！失道寡助的狗东西！自认为自己是救世主，然而美国搞了多少个国家，世界都看在眼里，自己有的不允许别人有，自己没有的别人更不有，多数美国鬼子认为只要是破坏美国利益的就都是恐怖主义，最后
北美强盗，我日你先人！！！！！",不推荐
"这游戏多人是真的爽，各种支援技能和载具战，节奏比BF和COD还要快，基本步兵见面不出两秒马上见分晓，点数制召唤技能和载具有利也有弊。
单人？这游戏的单人就是屑了，能让你头晕的FOV，屎一般滑腻的枪械手感和打击感（多人武器调了FOV后手感居然异常的好），以及三小时的迫真赤色黎明好莱坞抗朝神剧，也就是让你消磨一个下午的时间，对比的话也就比光荣使命稍好一点。",推荐
"

买bug送bug，体验了1小时剧情。我见到了史上bug最多的单人任务，走两步卡出地图、队友举枪瞄准敌人不射击诸如此类的神奇现象屡见不鲜。队友的任务就是躲在掩体后面骂街，然后等着你给他们清兵带路。单人都这样了，基本这游戏已经没有游戏体验了。",不推荐
让人无法忍受的非正常性死亡,不推荐
"相隔4年，终于通关啦，撒个花~

在经历过《狙击手：幽灵战士1》后，再次游玩此游戏，我觉得倒还是可以的，只是说比之当年的COD肯定是逊色太多了，但也算是个中等水准吧。

剧情这方面就不多说了，确实拿不上台面，人物塑造也几乎于无。

画面倒是还不错，除了枪模较为粗糙，可按照当年的标准也算得上是第一梯队，水面反射，实时光影都不错。

但是瞄准镜上的反射贴图就有点迷惑了，主要是狙击枪，仔细看，你会发现反射的贴图其实是一座浮在虚空中的房子？！

武器方面，手感都比较接近，分类实际就四种，手枪，霰弹枪，步枪，冲锋枪。机枪则完全就是大容量的冲锋枪，连音效都是一样的，所有武器里，还是我最喜欢的喷子用的舒服点，打头近点一发一个，就可惜出场次数太少了。虽然枪械重复，不过不同瞄镜的存在倒是减少了一部分厌烦感。

玩法方面，比较单调，主要是突突突，话说，第六关的飞机好好玩啊，可惜太短了，都不过瘾，操作性也挺好的。

成就方面单机都是我自己打的，都是比较简单的，值得注意的是，不读取检查点的那个成就是要你一次打完一整关才行。
多人的话，因为这游戏确实是鬼了，作为全成就星人，不全成就不舒服，所以用了SAM，到50级那个就离谱好吗……",推荐
"免费获取的产品

发现一个每天更新的老司机网站，资源种类超级多
http://www.zkz360.com/forum.php?x=10980",推荐
"武器看似很丰富，然而拿在手里都一个样
画面看似挺细致，然而真正玩的时候感觉很假
剧情看似很宏大，然而流程短的一比
这游戏看似不错，实际上整体很粗糙。
不推荐",不推荐
垃圾游戏,不推荐
智障剧情,推荐
画质太老了，实在啃不动,不推荐
居然是朝鲜而不是CN崛起，差评,推荐
因为是小厂出的，所以就和几年前的COD6比较一下。大小和COD6差不多，但是关卡少了一半；画质和优化都不行；2028年用的东西还没2018年先进；没有按住瞄准，而且鼠标灵敏度怎么调手感都很差，像在用手柄的感觉；多人游戏已经鬼服；最大的问题是这游戏的bug，最后一关hopper的衣服全都是毛坯，还有前面有时候场景里会出现很多莫名其妙的黑线......如果真的要买还是等打折吧,不推荐
难玩死了，全球最恶心的FPS,不推荐
这游戏都烂成这样了 还没中文 差评,不推荐
这款游戏虽然可玩性太低了。单人剧情一般玩了一次就不可能在玩第二次就是因为 单人太糟糕 他除了剧情还有神马?联机可玩性是蛮大的但是 很多方面都是不够完善,不推荐
"

Trash. You cant play it with a xbox one joystick lol even it is a free game",不推荐
没汉化玩个奶子系列，电脑队友真是傻逼，没一点用不说还总是卡你位,不推荐
辣 鸡,不推荐
"游戏选项界面看着还行，但是就是没找到汉化补丁，游侠的没用，三大妈打了是乱码，已退款
",不推荐
近距离的时候，ZZ一样的难度，对面开枪速度跟你**外挂一样，火神机枪是吧？一个比一个打的快。这游戏真你**是白送都是来气人的，搞个游戏本来休闲的，遭这反人类的敌人智商**得要*,不推荐
画面不算差，单机流畅运行。联网延迟太高，需要加速器，玩久了很无聊，没中文,不推荐
"

免费还行吧- -将就这玩- -",不推荐
"
中文呢",不推荐
"没有简体中文我是不会给好评的
I won't give high praise without simplified Chinese.
لا المبسطة لن تعطي الثناء
ingen forenklede kinesiske, jeg ikke kan give ros
중국어는 없어요. 호평 안 해요.
无简体文我不为名誉之
No soy chino simplificado no elogios
Il n'y a pas de chinois simplifié, je ne donne pas d'éloges
Δεν θα μου χωρίς απλοποιημένα κινέζικα είναι καλά
私は好評になりません
nie było mnie nie uproszczone dzięki
det förenklade kinesiska kommer jag inte att ge beröm.
ไม่ผมไม่ได้จะให้จีนที่มีชื่อเสียง
ei ole yksinkertaistettu, etten voi antaa kiitosta.
- zjednodušená čínstina - není oceněna
Non mi è mai semplificata per Lodi.
沒有簡體中文我是不會給好評的",不推荐
没有中文差评,不推荐
"6/10 勉强及格
7700HQ + 1070MAX-Q + WIn10 X64 Edu 1809，未遇到BUG.

射击手感奇怪。设定瞎扯。剧情俗套，单机内容太短。

哎嘿，真香",推荐
没有中文,不推荐
