season,week,actual_eliminated,simulated_eliminated,is_correct
18,5,"['Cody Simpson', 'Cody Simpson', 'Cody Simpson', 'Cody Simpson', 'Cody Simpson', 'NeNe Leakes', 'NeNe Leakes', 'NeNe Leakes', 'NeNe Leakes', 'NeNe Leakes', 'NeNe Leakes', 'NeNe Leakes', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'Drew Carey', 'Drew Carey', 'Drew Carey', 'Drew Carey', 'Drew Carey', 'Drew Carey']",Cody Simpson,True
18,6,"['NeNe Leakes', 'NeNe Leakes', 'NeNe Leakes', 'NeNe Leakes', 'NeNe Leakes', 'NeNe Leakes', 'NeNe Leakes', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Drew Carey', 'Drew Carey', 'Drew Carey', 'Drew Carey', 'Drew Carey', 'Drew Carey']",NeNe Leakes,True
18,7,"['NeNe Leakes', 'NeNe Leakes', 'NeNe Leakes', 'NeNe Leakes', 'NeNe Leakes', 'NeNe Leakes', 'NeNe Leakes', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar']",NeNe Leakes,True
18,8,"['Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'Danica McKellar', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White']",Meryl Davis,False
18,9,"['Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'Charlie White', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow']",Candace Cameron Bure,False
18,10,"['James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow', 'James Maslow']",Candace Cameron Bure,False
19,1,"['Lolo Jones', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Tavis Smiley', 'Tavis Smiley', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Randy Couture', 'Randy Couture', 'Randy Couture', 'Lea Thompson', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Betsey Johnson', 'Betsey Johnson', 'Betsey Johnson', 'Betsey Johnson']",Lolo Jones,True
19,2,"['Tavis Smiley', 'Tavis Smiley', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Randy Couture', 'Randy Couture', 'Randy Couture', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Betsey Johnson', 'Betsey Johnson', 'Betsey Johnson', 'Betsey Johnson', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip']",Tavis Smiley,True
19,3,"['Randy Couture', 'Randy Couture', 'Randy Couture', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Betsey Johnson', 'Betsey Johnson', 'Betsey Johnson', 'Betsey Johnson', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip']",Randy Couture,True
19,4,"['Betsey Johnson', 'Betsey Johnson', 'Betsey Johnson', 'Betsey Johnson', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip']",Betsey Johnson,True
19,5,"['Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett']",Tommy Chong,True
19,6,"['Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Jonathan Bennett', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong']",Jonathan Bennett,True
19,7,"['Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Antonio Sabato Jr.', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota']",Antonio Sabato Jr.,True
19,8,"['Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Michael Waltrip', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota']",Lea Thompson,True
19,9,"['Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Lea Thompson', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota']",Tommy Chong,True
19,10,"['Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Tommy Chong', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota']",Tommy Chong,True
19,11,"['Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota', 'Bethany Mota']",Bethany Mota,True
20,1,"['Charlotte McKinney', 'Charlotte McKinney', 'Charlotte McKinney', 'Redfoo', 'Redfoo', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Suzanne Somers', 'Suzanne Somers', 'Suzanne Somers', 'Suzanne Somers', 'Suzanne Somers', 'Michael Sam', 'Michael Sam', 'Michael Sam', 'Patti LaBelle', 'Michael Sam', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Chris Soules', 'Chris Soules', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin']",Charlotte McKinney,True
20,2,"['Redfoo', 'Redfoo', 'Charlotte McKinney', 'Charlotte McKinney', 'Charlotte McKinney', 'Suzanne Somers', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Michael Sam', 'Michael Sam', 'Michael Sam', 'Michael Sam', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Suzanne Somers', 'Suzanne Somers', 'Suzanne Somers', 'Suzanne Somers', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules']",Redfoo,True
20,3,"['Charlotte McKinney', 'Charlotte McKinney', 'Charlotte McKinney', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Michael Sam', 'Michael Sam', 'Suzanne Somers', 'Suzanne Somers', 'Suzanne Somers', 'Suzanne Somers', 'Suzanne Somers', 'Michael Sam', 'Michael Sam', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules']",Charlotte McKinney,True
20,4,"['Michael Sam', 'Michael Sam', 'Michael Sam', 'Michael Sam', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Suzanne Somers', 'Suzanne Somers', 'Suzanne Somers', 'Suzanne Somers', 'Suzanne Somers', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules']",Michael Sam,True
20,5,"['Suzanne Somers', 'Suzanne Somers', 'Suzanne Somers', 'Suzanne Somers', 'Suzanne Somers', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec']",Suzanne Somers,True
20,6,"['Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Patti LaBelle', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec']",Patti LaBelle,True
20,7,"['Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Willow Shields', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin']",Willow Shields,True
20,8,"['Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Chris Soules', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Robert Herjavec', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin']",Chris Soules,True
20,9,"['Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin', 'Nastia Liukin']",Noah Galloway,False
21,1,"['Chaka Khan', 'Chaka Khan', 'Victor Espinoza', 'Victor Espinoza', 'Gary Busey', 'Gary Busey', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Gary Busey', 'Gary Busey', 'Andy Grammer', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega']",Kim Zolciak-Biermann,False
21,2,"['Victor Espinoza', 'Victor Espinoza', 'Chaka Khan', 'Chaka Khan', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Gary Busey', 'Gary Busey', 'Gary Busey', 'Gary Busey']",Victor Espinoza,True
21,3,"['Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Gary Busey', 'Gary Busey', 'Gary Busey', 'Gary Busey']",Paula Deen,True
21,4,"['Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Gary Busey', 'Gary Busey', 'Gary Busey', 'Gary Busey']",Paula Deen,True
21,5,"['Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega']",Paula Deen,True
21,6,"['Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Paula Deen', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Alexa PenaVega', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Hayes Grier', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Carlos PenaVega', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer', 'Andy Grammer']",Paula Deen,True
